name,season,age,team,games,wins,losses,gabv_500,po_games,po_wins,po_losses
Nate McMillan,2006-07,42,POR,82,32,50,-9.0,"","",""
Nate McMillan,2007-08,43,POR,82,41,41,0.0,"","",""
Nate McMillan,2008-09,44,POR,82,54,28,13.0,6,2,4
Nate McMillan,2009-10,45,POR,82,50,32,9.0,6,2,4
Nate McMillan,2010-11,46,POR,82,48,34,7.0,6,2,4
Nate McMillan,2011-12,47,POR,43,20,23,-1.5,"","",""
Murray Mendenhall,1949-50,51,FTW,68,40,28,6.0,4,2,2
Murray Mendenhall,1950-51,52,FTW,68,32,36,-2.0,3,1,2
George Mikan,1957-58,33,MNL,39,9,30,-10.5,"","",""
Sam Mitchell,2004-05,41,TOR,82,33,49,-8.0,"","",""
Sam Mitchell,2005-06,42,TOR,82,27,55,-14.0,"","",""
Sam Mitchell,2006-07,43,TOR,82,47,35,6.0,6,2,4
Sam Mitchell,2007-08,44,TOR,82,41,41,0.0,5,1,4
Sam Mitchell,2008-09,45,TOR,17,8,9,-0.5,"","",""
Sam Mitchell,2015-16,52,MIN,82,29,53,-12.0,0,0,0
Doug Moe,1976-77,38,SAS,82,44,38,3.0,2,0,2
Doug Moe,1977-78,39,SAS,82,52,30,11.0,6,2,4
Doug Moe,1978-79,40,SAS,82,48,34,7.0,14,7,7
Doug Moe,1979-80,41,SAS,66,33,33,0.0,"","",""
Doug Moe,1980-81,42,DEN,51,26,25,0.5,"","",""
Doug Moe,1981-82,43,DEN,82,46,36,5.0,3,1,2
Doug Moe,1982-83,44,DEN,82,45,37,4.0,8,3,5
Doug Moe,1983-84,45,DEN,82,38,44,-3.0,5,2,3
Doug Moe,1984-85,46,DEN,82,52,30,11.0,15,8,7
Doug Moe,1985-86,47,DEN,82,47,35,6.0,10,5,5
Doug Moe,1986-87,48,DEN,82,37,45,-4.0,3,0,3
Doug Moe,1987-88,49,DEN,82,54,28,13.0,11,5,6
Doug Moe,1988-89,50,DEN,82,44,38,3.0,3,0,3
Doug Moe,1989-90,51,DEN,82,43,39,2.0,3,0,3
Doug Moe,1992-93,54,PHI,56,19,37,-9.0,"","",""
Mike Montgomery,2004-05,57,GSW,82,34,48,-7.0,"","",""
Mike Montgomery,2005-06,58,GSW,82,34,48,-7.0,"","",""
Doxie Moore,1949-50,38,AND,26,15,11,2.0,8,4,4
Doxie Moore,1951-52,40,MLH,66,17,49,-16.0,"","",""
Dick Motta,1968-69,37,CHI,82,33,49,-8.0,"","",""
Dick Motta,1969-70,38,CHI,82,39,43,-2.0,5,1,4
Dick Motta,1970-71,39,CHI,82,51,31,10.0,7,3,4
Dick Motta,1971-72,40,CHI,82,57,25,16.0,4,0,4
Dick Motta,1972-73,41,CHI,82,51,31,10.0,7,3,4
Dick Motta,1973-74,42,CHI,82,54,28,13.0,11,4,7
Dick Motta,1974-75,43,CHI,82,47,35,6.0,13,7,6
Dick Motta,1975-76,44,CHI,82,24,58,-17.0,"","",""
Dick Motta,1976-77,45,WSB,82,48,34,7.0,9,4,5
Dick Motta,1977-78,46,WSB,82,44,38,3.0,21,14,7
Dick Motta,1978-79,47,WSB,82,54,28,13.0,19,9,10
Dick Motta,1979-80,48,WSB,82,39,43,-2.0,2,0,2
Dick Motta,1980-81,49,DAL,82,15,67,-26.0,"","",""
Dick Motta,1981-82,50,DAL,82,28,54,-13.0,"","",""
Dick Motta,1982-83,51,DAL,82,38,44,-3.0,"","",""
Dick Motta,1983-84,52,DAL,82,43,39,2.0,10,4,6
Dick Motta,1984-85,53,DAL,82,44,38,3.0,4,1,3
Dick Motta,1985-86,54,DAL,82,44,38,3.0,10,5,5
Dick Motta,1986-87,55,DAL,82,55,27,14.0,4,1,3
Dick Motta,1989-90,58,SAC,54,16,38,-11.0,"","",""
Dick Motta,1990-91,59,SAC,82,25,57,-16.0,"","",""
Dick Motta,1991-92,60,SAC,25,7,18,-5.5,"","",""
Dick Motta,1994-95,63,DAL,82,36,46,-5.0,"","",""
Dick Motta,1995-96,64,DAL,82,26,56,-15.0,"","",""
Dick Motta,1996-97,65,DEN,69,17,52,-17.5,"","",""
Joe Mullaney,1969-70,44,LAL,82,46,36,5.0,18,11,7
Joe Mullaney,1970-71,45,LAL,82,48,34,7.0,12,5,7
Joe Mullaney,1976-77,51,BUF,29,11,18,-3.5,"","",""
Bill Musselman,1980-81,"",CLE,71,25,46,-10.5,"","",""
Bill Musselman,1981-82,"",CLE,23,2,21,-9.5,"","",""
Bill Musselman,1989-90,"",MIN,82,22,60,-19.0,"","",""
Bill Musselman,1990-91,"",MIN,82,29,53,-12.0,"","",""
Eric Musselman,2002-03,"",GSW,82,38,44,-3.0,"","",""
Eric Musselman,2003-04,"",GSW,82,37,45,-4.0,"","",""
Eric Musselman,2006-07,"",SAC,82,33,49,-8.0,"","",""
Pete Myers,2003-04,40,CHI,2,0,2,-1.0,"","",""
Pete Myers,2007-08,44,CHI,1,0,1,-0.5,"","",""
Kenny Natt,2008-09,50,SAC,58,11,47,-18.0,"","",""
Don Nelson,1976-77,36,MIL,64,27,37,-5.0,"","",""
Don Nelson,1977-78,37,MIL,82,44,38,3.0,9,5,4
Don Nelson,1978-79,38,MIL,82,38,44,-3.0,"","",""
Don Nelson,1979-80,39,MIL,82,49,33,8.0,7,3,4
Don Nelson,1980-81,40,MIL,82,60,22,19.0,7,3,4
Don Nelson,1981-82,41,MIL,82,55,27,14.0,6,2,4
Don Nelson,1982-83,42,MIL,82,51,31,10.0,9,5,4
Don Nelson,1983-84,43,MIL,82,50,32,9.0,16,8,8
Don Nelson,1984-85,44,MIL,82,59,23,18.0,8,3,5
Don Nelson,1985-86,45,MIL,82,57,25,16.0,14,7,7
Don Nelson,1986-87,46,MIL,82,50,32,9.0,12,6,6
Don Nelson,1988-89,48,GSW,82,43,39,2.0,8,4,4
Don Nelson,1989-90,49,GSW,82,37,45,-4.0,"","",""
Don Nelson,1990-91,50,GSW,82,44,38,3.0,9,4,5
Don Nelson,1991-92,51,GSW,82,55,27,14.0,4,1,3
Don Nelson,1992-93,52,GSW,82,34,48,-7.0,"","",""
Don Nelson,1993-94,53,GSW,82,50,32,9.0,3,0,3
Don Nelson,1994-95,54,GSW,45,14,31,-8.5,"","",""
Don Nelson,1995-96,55,NYK,59,34,25,4.5,"","",""
Don Nelson,1997-98,57,DAL,66,16,50,-17.0,"","",""
Don Nelson,1998-99,58,DAL,50,19,31,-6.0,"","",""
Don Nelson,1999-00,59,DAL,82,40,42,-1.0,"","",""
Don Nelson,2000-01,60,DAL,82,53,29,12.0,10,4,6
Don Nelson,2001-02,61,DAL,82,57,25,16.0,8,4,4
Don Nelson,2002-03,62,DAL,82,60,22,19.0,20,10,10
Don Nelson,2003-04,63,DAL,82,52,30,11.0,5,1,4
Don Nelson,2004-05,64,DAL,64,42,22,10.0,"","",""
Don Nelson,2006-07,66,GSW,82,42,40,1.0,11,5,6
Don Nelson,2007-08,67,GSW,82,48,34,7.0,"","",""
Don Nelson,2008-09,68,GSW,82,29,53,-12.0,"","",""
Don Nelson,2009-10,69,GSW,82,26,56,-15.0,"","",""
Tom Nissalke,1972-73,40,SEA,45,13,32,-9.5,"","",""
Tom Nissalke,1976-77,44,HOU,82,49,33,8.0,12,6,6
Tom Nissalke,1977-78,45,HOU,82,28,54,-13.0,"","",""
Tom Nissalke,1978-79,46,HOU,82,47,35,6.0,2,0,2
Tom Nissalke,1979-80,47,UTA,82,24,58,-17.0,"","",""
Tom Nissalke,1980-81,48,UTA,82,28,54,-13.0,"","",""
Tom Nissalke,1981-82,49,UTA,20,8,12,-2.0,"","",""
Tom Nissalke,1982-83,50,CLE,82,23,59,-18.0,"","",""
Tom Nissalke,1983-84,51,CLE,82,28,54,-13.0,"","",""
Jim O'Brien,2000-01,48,BOS,48,24,24,0.0,"","",""
Jim O'Brien,2001-02,49,BOS,82,49,33,8.0,16,9,7
Jim O'Brien,2002-03,50,BOS,82,44,38,3.0,10,4,6
Jim O'Brien,2003-04,51,BOS,46,22,24,-1.0,"","",""
Jim O'Brien,2004-05,52,PHI,82,43,39,2.0,5,1,4
Jim O'Brien,2007-08,55,IND,82,36,46,-5.0,"","",""
Jim O'Brien,2008-09,56,IND,82,36,46,-5.0,"","",""
Jim O'Brien,2009-10,57,IND,82,32,50,-9.0,"","",""
Jim O'Brien,2010-11,58,IND,44,17,27,-5.0,"","",""
Kevin O'Neill,2003-04,47,TOR,82,33,49,-8.0,"","",""
Bob Pettit,1961-62,29,STL,6,4,2,1.0,"","",""
Randy Pfund,1992-93,"",LAL,82,39,43,-2.0,5,2,3
Randy Pfund,1993-94,"",LAL,64,27,37,-5.0,"","",""
Andy Phillip,1958-59,36,STL,10,6,4,1.0,"","",""
Rick Pitino,1987-88,35,NYK,82,38,44,-3.0,4,1,3
Rick Pitino,1988-89,36,NYK,82,52,30,11.0,9,5,4
Rick Pitino,1997-98,45,BOS,82,36,46,-5.0,"","",""
Rick Pitino,1998-99,46,BOS,50,19,31,-6.0,"","",""
Rick Pitino,1999-00,47,BOS,82,35,47,-6.0,"","",""
Rick Pitino,2000-01,48,BOS,34,12,22,-5.0,"","",""
Jim Pollard,1959-60,37,MNL,39,14,25,-5.5,9,5,4
Jim Pollard,1961-62,39,CHP,80,18,62,-22.0,"","",""
Gregg Popovich,1996-97,48,SAS,64,17,47,-15.0,"","",""
Gregg Popovich,1997-98,49,SAS,82,56,26,15.0,9,4,5
Gregg Popovich,1998-99,50,SAS,50,37,13,12.0,17,15,2
Gregg Popovich,1999-00,51,SAS,82,53,29,12.0,4,1,3
Gregg Popovich,2000-01,52,SAS,82,58,24,17.0,13,7,6
Gregg Popovich,2001-02,53,SAS,82,58,24,17.0,10,4,6
Gregg Popovich,2002-03,54,SAS,82,60,22,19.0,24,16,8
Gregg Popovich,2003-04,55,SAS,82,57,25,16.0,10,6,4
Gregg Popovich,2004-05,56,SAS,82,59,23,18.0,23,16,7
Gregg Popovich,2005-06,57,SAS,82,63,19,22.0,13,7,6
Gregg Popovich,2006-07,58,SAS,82,58,24,17.0,20,16,4
Gregg Popovich,2007-08,59,SAS,82,56,26,15.0,17,9,8
Gregg Popovich,2008-09,60,SAS,82,54,28,13.0,5,1,4
Gregg Popovich,2009-10,61,SAS,82,50,32,9.0,10,4,6
Gregg Popovich,2010-11,62,SAS,82,61,21,20.0,6,2,4
Gregg Popovich,2011-12,63,SAS,66,50,16,17.0,14,10,4
Gregg Popovich,2012-13,64,SAS,82,58,24,17.0,21,15,6
Gregg Popovich,2013-14,65,SAS,82,62,20,21.0,23,16,7
Gregg Popovich,2014-15,66,SAS,82,55,27,14.0,7,3,4
Gregg Popovich,2015-16,67,SAS,82,67,15,26.0,6,5,1
Terry Porter,2003-04,40,MIL,82,41,41,0.0,5,1,4
Terry Porter,2004-05,41,MIL,82,30,52,-11.0,"","",""
Terry Porter,2008-09,45,PHO,51,28,23,2.5,"","",""
Roger Potter,1949-50,"",TRI,7,1,6,-2.5,"","",""
Kevin Pritchard,2004-05,37,POR,27,5,22,-8.5,"","",""
Kurt Rambis,1998-99,40,LAL,37,24,13,5.5,8,3,5
Kurt Rambis,2009-10,51,MIN,82,15,67,-26.0,"","",""
Kurt Rambis,2010-11,52,MIN,82,17,65,-24.0,"","",""
Kurt Rambis,2015-16,57,NYK,28,9,19,-5.0,0,0,0
Jack Ramsay,1968-69,43,PHI,82,55,27,14.0,5,1,4
Jack Ramsay,1969-70,44,PHI,82,42,40,1.0,5,1,4
Jack Ramsay,1970-71,45,PHI,82,47,35,6.0,7,3,4
Jack Ramsay,1971-72,46,PHI,82,30,52,-11.0,"","",""
Jack Ramsay,1972-73,47,BUF,82,21,61,-20.0,"","",""
Jack Ramsay,1973-74,48,BUF,82,42,40,1.0,6,2,4
Jack Ramsay,1974-75,49,BUF,82,49,33,8.0,7,3,4
Jack Ramsay,1975-76,50,BUF,82,46,36,5.0,9,4,5
Jack Ramsay,1976-77,51,POR,82,49,33,8.0,19,14,5
Jack Ramsay,1977-78,52,POR,82,58,24,17.0,6,2,4
Jack Ramsay,1978-79,53,POR,82,45,37,4.0,3,1,2
Jack Ramsay,1979-80,54,POR,82,38,44,-3.0,3,1,2
Jack Ramsay,1980-81,55,POR,82,45,37,4.0,3,1,2
Jack Ramsay,1981-82,56,POR,82,42,40,1.0,"","",""
Jack Ramsay,1982-83,57,POR,82,46,36,5.0,7,3,4
Jack Ramsay,1983-84,58,POR,82,48,34,7.0,5,2,3
Jack Ramsay,1984-85,59,POR,82,42,40,1.0,9,4,5
Jack Ramsay,1985-86,60,POR,82,40,42,-1.0,4,1,3
Jack Ramsay,1986-87,61,IND,82,41,41,0.0,4,1,3
Jack Ramsay,1987-88,62,IND,82,38,44,-3.0,"","",""
Jack Ramsay,1988-89,63,IND,7,0,7,-3.5,"","",""
Willis Reed,1977-78,35,NYK,82,43,39,2.0,6,2,4
Willis Reed,1978-79,36,NYK,14,6,8,-1.0,"","",""
Willis Reed,1987-88,45,NJN,28,7,21,-7.0,"","",""
Willis Reed,1988-89,46,NJN,82,26,56,-15.0,"","",""
Chick Reiser,1951-52,37,BLB,27,8,19,-5.5,"","",""
Chick Reiser,1952-53,38,BLB,3,0,3,-1.5,"","",""
Jerry Reynolds,1986-87,"",SAC,36,15,21,-3.0,"","",""
Jerry Reynolds,1987-88,"",SAC,24,7,17,-5.0,"","",""
Jerry Reynolds,1988-89,"",SAC,82,27,55,-14.0,"","",""
Jerry Reynolds,1989-90,"",SAC,28,7,21,-7.0,"","",""
Pat Riley,1981-82,36,LAL,71,50,21,14.5,14,12,2
Pat Riley,1982-83,37,LAL,82,58,24,17.0,15,8,7
Pat Riley,1983-84,38,LAL,82,54,28,13.0,21,14,7
Pat Riley,1984-85,39,LAL,82,62,20,21.0,19,15,4
Pat Riley,1985-86,40,LAL,82,62,20,21.0,14,8,6
Pat Riley,1986-87,41,LAL,82,65,17,24.0,18,15,3
Pat Riley,1987-88,42,LAL,82,62,20,21.0,24,15,9
Pat Riley,1988-89,43,LAL,82,57,25,16.0,15,11,4
Pat Riley,1989-90,44,LAL,82,63,19,22.0,9,4,5
Pat Riley,1991-92,46,NYK,82,51,31,10.0,12,6,6
Pat Riley,1992-93,47,NYK,82,60,22,19.0,15,9,6
Pat Riley,1993-94,48,NYK,82,57,25,16.0,25,14,11
Pat Riley,1994-95,49,NYK,82,55,27,14.0,11,6,5
Pat Riley,1995-96,50,MIA,82,42,40,1.0,3,0,3
Pat Riley,1996-97,51,MIA,82,61,21,20.0,17,8,9
Pat Riley,1997-98,52,MIA,82,55,27,14.0,5,2,3
Pat Riley,1998-99,53,MIA,50,33,17,8.0,5,2,3
Pat Riley,1999-00,54,MIA,82,52,30,11.0,10,6,4
Pat Riley,2000-01,55,MIA,82,50,32,9.0,3,0,3
Pat Riley,2001-02,56,MIA,82,36,46,-5.0,"","",""
Pat Riley,2002-03,57,MIA,82,25,57,-16.0,"","",""
Pat Riley,2005-06,60,MIA,61,41,20,10.5,23,16,7
Pat Riley,2006-07,61,MIA,82,44,38,3.0,4,0,4
Pat Riley,2007-08,62,MIA,82,15,67,-26.0,"","",""
Doc Rivers,1999-00,38,ORL,82,41,41,0.0,"","",""
Doc Rivers,2000-01,39,ORL,82,43,39,2.0,4,1,3
Doc Rivers,2001-02,40,ORL,82,44,38,3.0,4,1,3
Doc Rivers,2002-03,41,ORL,82,42,40,1.0,7,3,4
Doc Rivers,2003-04,42,ORL,11,1,10,-4.5,"","",""
Doc Rivers,2004-05,43,BOS,82,45,37,4.0,7,3,4
Doc Rivers,2005-06,44,BOS,82,33,49,-8.0,"","",""
Doc Rivers,2006-07,45,BOS,82,24,58,-17.0,"","",""
Doc Rivers,2007-08,46,BOS,82,66,16,25.0,26,16,10
Doc Rivers,2008-09,47,BOS,82,62,20,21.0,14,7,7
Doc Rivers,2009-10,48,BOS,82,50,32,9.0,24,15,9
Doc Rivers,2010-11,49,BOS,82,56,26,15.0,9,5,4
Doc Rivers,2011-12,50,BOS,66,39,27,6.0,20,11,9
Doc Rivers,2012-13,51,BOS,81,41,40,0.5,6,2,4
Doc Rivers,2013-14,52,LAC,82,57,25,16.0,13,6,7
Doc Rivers,2014-15,53,LAC,82,56,26,15.0,14,7,7
Doc Rivers,2015-16,54,LAC,82,53,29,12.0,6,2,4
Scotty Robertson,1974-75,44,NOJ,15,1,14,-6.5,"","",""
Scotty Robertson,1978-79,48,CHI,26,11,15,-2.0,"","",""
Scotty Robertson,1980-81,50,DET,82,21,61,-20.0,"","",""
Scotty Robertson,1981-82,51,DET,82,39,43,-2.0,"","",""
Scotty Robertson,1982-83,52,DET,82,37,45,-4.0,"","",""
Red Rocha,1957-58,34,DET,47,24,23,0.5,7,3,4
Red Rocha,1958-59,35,DET,72,28,44,-8.0,3,1,2
Red Rocha,1959-60,36,DET,34,13,21,-4.0,"","",""
Jimmy Rodgers,1988-89,"",BOS,82,42,40,1.0,3,0,3
Jimmy Rodgers,1989-90,"",BOS,82,52,30,11.0,5,2,3
Jimmy Rodgers,1991-92,"",MIN,82,15,67,-26.0,"","",""
Jimmy Rodgers,1992-93,"",MIN,29,6,23,-8.5,"","",""
Ron Rothstein,1988-89,"",MIA,82,15,67,-26.0,"","",""
Ron Rothstein,1989-90,"",MIA,82,18,64,-23.0,"","",""
Ron Rothstein,1990-91,"",MIA,82,24,58,-17.0,"","",""
Ron Rothstein,1992-93,"",DET,82,40,42,-1.0,"","",""
Roy Rubin,1972-73,47,PHI,51,4,47,-21.5,"","",""
Bill Russell,1966-67,32,BOS,81,60,21,19.5,9,4,5
Bill Russell,1967-68,33,BOS,82,54,28,13.0,19,12,7
Bill Russell,1968-69,34,BOS,82,48,34,7.0,18,12,6
Bill Russell,1973-74,39,SEA,82,36,46,-5.0,"","",""
Bill Russell,1974-75,40,SEA,82,43,39,2.0,9,4,5
Bill Russell,1975-76,41,SEA,82,43,39,2.0,6,2,4
Bill Russell,1976-77,42,SEA,82,40,42,-1.0,"","",""
Bill Russell,1987-88,53,SAC,58,17,41,-12.0,"","",""
Tom Sanders,1977-78,39,BOS,48,21,27,-3.0,"","",""
Tom Sanders,1978-79,40,BOS,14,2,12,-5.0,"","",""
Flip Saunders,1995-96,40,MIN,62,20,42,-11.0,"","",""
Flip Saunders,1996-97,41,MIN,82,40,42,-1.0,3,0,3
Flip Saunders,1997-98,42,MIN,82,45,37,4.0,5,2,3
Flip Saunders,1998-99,43,MIN,50,25,25,0.0,4,1,3
Flip Saunders,1999-00,44,MIN,82,50,32,9.0,4,1,3
Flip Saunders,2000-01,45,MIN,82,47,35,6.0,4,1,3
Flip Saunders,2001-02,46,MIN,82,50,32,9.0,3,0,3
Flip Saunders,2002-03,47,MIN,82,51,31,10.0,6,2,4
Flip Saunders,2003-04,48,MIN,82,58,24,17.0,18,10,8
Flip Saunders,2004-05,49,MIN,51,25,26,-0.5,"","",""
Flip Saunders,2005-06,50,DET,82,64,18,23.0,18,10,8
Flip Saunders,2006-07,51,DET,82,53,29,12.0,16,10,6
Flip Saunders,2007-08,52,DET,82,59,23,18.0,17,10,7
Flip Saunders,2009-10,54,WAS,82,26,56,-15.0,"","",""
Flip Saunders,2010-11,55,WAS,82,23,59,-18.0,"","",""
Flip Saunders,2011-12,56,WAS,17,2,15,-6.5,"","",""
Flip Saunders,2014-15,59,MIN,82,16,66,-25.0,0,0,0
Herm Schaefer,1951-52,33,INO,66,34,32,1.0,2,0,2
Herm Schaefer,1952-53,34,INO,71,28,43,-7.5,2,0,2
Fred Schaus,1960-61,35,LAL,79,36,43,-3.5,12,6,6
Fred Schaus,1961-62,36,LAL,80,54,26,14.0,13,7,6
Fred Schaus,1962-63,37,LAL,80,53,27,13.0,13,6,7
Fred Schaus,1963-64,38,LAL,80,42,38,2.0,5,2,3
Fred Schaus,1964-65,39,LAL,80,49,31,9.0,11,5,6
Fred Schaus,1965-66,40,LAL,80,45,35,5.0,14,7,7
Fred Schaus,1966-67,41,LAL,81,36,45,-4.5,3,0,3
Dolph Schayes,1963-64,35,PHI,80,34,46,-6.0,5,2,3
Dolph Schayes,1964-65,36,PHI,80,40,40,0.0,11,6,5
Dolph Schayes,1965-66,37,PHI,80,55,25,15.0,5,1,4
Dolph Schayes,1970-71,42,BUF,82,22,60,-19.0,"","",""
Dolph Schayes,1971-72,43,BUF,1,0,1,-0.5,"","",""
Mike Schuler,1986-87,46,POR,82,49,33,8.0,4,1,3
Mike Schuler,1987-88,47,POR,82,53,29,12.0,4,1,3
Mike Schuler,1988-89,48,POR,47,25,22,1.5,"","",""
Mike Schuler,1990-91,50,LAC,82,31,51,-10.0,"","",""
Mike Schuler,1991-92,51,LAC,45,21,24,-1.5,"","",""
Howie Schultz,1949-50,"",AND,35,21,14,3.5,"","",""
Fred Scolari,1951-52,29,BLB,39,12,27,-7.5,"","",""
Byron Scott,2000-01,39,NJN,82,26,56,-15.0,"","",""
Byron Scott,2001-02,40,NJN,82,52,30,11.0,20,11,9
Byron Scott,2002-03,41,NJN,82,49,33,8.0,20,14,6
Byron Scott,2003-04,42,NJN,42,22,20,1.0,"","",""
Byron Scott,2004-05,43,NOH,82,18,64,-23.0,"","",""
Byron Scott,2005-06,44,NOK,82,38,44,-3.0,"","",""
Byron Scott,2006-07,45,NOK,82,39,43,-2.0,"","",""
Byron Scott,2007-08,46,NOH,82,56,26,15.0,12,7,5
Byron Scott,2008-09,47,NOH,82,49,33,8.0,5,1,4
Byron Scott,2009-10,48,NOH,9,3,6,-1.5,"","",""
Byron Scott,2010-11,49,CLE,82,19,63,-22.0,"","",""
Byron Scott,2011-12,50,CLE,66,21,45,-12.0,0,0,0
Byron Scott,2012-13,51,CLE,82,24,58,-17.0,0,0,0
Byron Scott,2014-15,53,LAL,82,21,61,-20.0,0,0,0
Byron Scott,2015-16,54,LAL,82,17,65,-24.0,0,0,0
Ray Scott,1972-73,34,DET,75,38,37,0.5,"","",""
Ray Scott,1973-74,35,DET,82,52,30,11.0,7,3,4
Ray Scott,1974-75,36,DET,82,40,42,-1.0,3,1,2
Ray Scott,1975-76,37,DET,42,17,25,-4.0,"","",""
George Senesky,1955-56,33,PHW,72,45,27,9.0,10,7,3
George Senesky,1956-57,34,PHW,72,37,35,1.0,2,0,2
George Senesky,1957-58,35,PHW,72,37,35,1.0,8,3,5
Paul Seymour,1956-57,29,SYR,60,34,26,4.0,5,2,3
Paul Seymour,1957-58,30,SYR,72,41,31,5.0,3,1,2
Paul Seymour,1958-59,31,SYR,72,35,37,-1.0,9,5,4
Paul Seymour,1959-60,32,SYR,75,45,30,7.5,3,1,2
Paul Seymour,1960-61,33,STL,79,51,28,11.5,12,5,7
