name,season,age,team,games,wins,losses,gabv_500,po_games,po_wins,po_losses
Paul Seymour,1961-62,34,STL,14,5,9,-2.0,"","",""
Paul Seymour,1965-66,38,BAL,80,38,42,-2.0,3,0,3
Paul Seymour,1968-69,41,DET,60,22,38,-8.0,"","",""
Bill Sharman,1966-67,40,SFW,81,44,37,3.5,15,9,6
Bill Sharman,1967-68,41,SFW,82,43,39,2.0,10,4,6
Bill Sharman,1971-72,45,LAL,82,69,13,28.0,15,12,3
Bill Sharman,1972-73,46,LAL,82,60,22,19.0,17,9,8
Bill Sharman,1973-74,47,LAL,82,47,35,6.0,5,1,4
Bill Sharman,1974-75,48,LAL,82,30,52,-11.0,"","",""
Bill Sharman,1975-76,49,LAL,82,40,42,-1.0,"","",""
Brian Shaw,2013-14,47,DEN,82,36,46,-5.0,0,0,0
Brian Shaw,2014-15,48,DEN,59,20,39,-9.5,0,0,0
Charley Shipp,1949-50,36,WAT,35,8,27,-9.5,"","",""
Gene Shue,1966-67,35,BAL,56,16,40,-12.0,"","",""
Gene Shue,1967-68,36,BAL,82,36,46,-5.0,"","",""
Gene Shue,1968-69,37,BAL,82,57,25,16.0,4,0,4
Gene Shue,1969-70,38,BAL,82,50,32,9.0,7,3,4
Gene Shue,1970-71,39,BAL,82,42,40,1.0,18,8,10
Gene Shue,1971-72,40,BAL,82,38,44,-3.0,6,2,4
Gene Shue,1972-73,41,BAL,82,52,30,11.0,5,1,4
Gene Shue,1973-74,42,PHI,82,25,57,-16.0,"","",""
Gene Shue,1974-75,43,PHI,82,34,48,-7.0,"","",""
Gene Shue,1975-76,44,PHI,82,46,36,5.0,3,1,2
Gene Shue,1976-77,45,PHI,82,50,32,9.0,19,10,9
Gene Shue,1977-78,46,PHI,6,2,4,-1.0,"","",""
Gene Shue,1978-79,47,SDC,82,43,39,2.0,"","",""
Gene Shue,1979-80,48,SDC,82,35,47,-6.0,"","",""
Gene Shue,1980-81,49,WSB,82,39,43,-2.0,"","",""
Gene Shue,1981-82,50,WSB,82,43,39,2.0,7,3,4
Gene Shue,1982-83,51,WSB,82,42,40,1.0,"","",""
Gene Shue,1983-84,52,WSB,82,35,47,-6.0,4,1,3
Gene Shue,1984-85,53,WSB,82,40,42,-1.0,4,1,3
Gene Shue,1985-86,54,WSB,69,32,37,-2.5,"","",""
Gene Shue,1987-88,56,LAC,82,17,65,-24.0,"","",""
Gene Shue,1988-89,57,LAC,38,10,28,-9.0,"","",""
Paul Silas,1980-81,37,SDC,82,36,46,-5.0,"","",""
Paul Silas,1981-82,38,SDC,82,17,65,-24.0,"","",""
Paul Silas,1982-83,39,SDC,82,25,57,-16.0,"","",""
Paul Silas,1998-99,55,CHH,35,22,13,4.5,"","",""
Paul Silas,1999-00,56,CHH,82,49,33,8.0,4,1,3
Paul Silas,2000-01,57,CHH,82,46,36,5.0,10,6,4
Paul Silas,2001-02,58,CHH,82,44,38,3.0,9,4,5
Paul Silas,2002-03,59,NOH,82,47,35,6.0,6,2,4
Paul Silas,2003-04,60,CLE,82,35,47,-6.0,"","",""
Paul Silas,2004-05,61,CLE,64,34,30,2.0,"","",""
Paul Silas,2010-11,67,CHA,54,25,29,-2.0,"","",""
Paul Silas,2011-12,68,CHA,66,7,59,-26.0,0,0,0
Scott Skiles,1999-00,35,PHO,62,40,22,9.0,9,4,5
Scott Skiles,2000-01,36,PHO,82,51,31,10.0,4,1,3
Scott Skiles,2001-02,37,PHO,51,25,26,-0.5,"","",""
Scott Skiles,2003-04,39,CHI,66,19,47,-14.0,"","",""
Scott Skiles,2004-05,40,CHI,82,47,35,6.0,6,2,4
Scott Skiles,2005-06,41,CHI,82,41,41,0.0,6,2,4
Scott Skiles,2006-07,42,CHI,82,49,33,8.0,10,6,4
Scott Skiles,2007-08,43,CHI,25,9,16,-3.5,"","",""
Scott Skiles,2008-09,44,MIL,82,34,48,-7.0,"","",""
Scott Skiles,2009-10,45,MIL,82,46,36,5.0,7,3,4
Scott Skiles,2010-11,46,MIL,82,35,47,-6.0,"","",""
Scott Skiles,2011-12,47,MIL,66,31,35,-2.0,0,0,0
Scott Skiles,2012-13,48,MIL,32,16,16,0.0,"","",""
Scott Skiles,2015-16,51,ORL,82,35,47,-6.0,0,0,0
Jerry Sloan,1979-80,37,CHI,82,30,52,-11.0,"","",""
Jerry Sloan,1980-81,38,CHI,82,45,37,4.0,6,2,4
Jerry Sloan,1981-82,39,CHI,51,19,32,-6.5,"","",""
Jerry Sloan,1988-89,46,UTA,65,40,25,7.5,3,0,3
Jerry Sloan,1989-90,47,UTA,82,55,27,14.0,5,2,3
Jerry Sloan,1990-91,48,UTA,82,54,28,13.0,9,4,5
Jerry Sloan,1991-92,49,UTA,82,55,27,14.0,16,9,7
Jerry Sloan,1992-93,50,UTA,82,47,35,6.0,5,2,3
Jerry Sloan,1993-94,51,UTA,82,53,29,12.0,16,8,8
Jerry Sloan,1994-95,52,UTA,82,60,22,19.0,5,2,3
Jerry Sloan,1995-96,53,UTA,82,55,27,14.0,18,10,8
Jerry Sloan,1996-97,54,UTA,82,64,18,23.0,20,13,7
Jerry Sloan,1997-98,55,UTA,82,62,20,21.0,20,13,7
Jerry Sloan,1998-99,56,UTA,50,37,13,12.0,11,5,6
Jerry Sloan,1999-00,57,UTA,82,55,27,14.0,10,4,6
Jerry Sloan,2000-01,58,UTA,82,53,29,12.0,5,2,3
Jerry Sloan,2001-02,59,UTA,82,44,38,3.0,4,1,3
Jerry Sloan,2002-03,60,UTA,82,47,35,6.0,5,1,4
Jerry Sloan,2003-04,61,UTA,82,42,40,1.0,"","",""
Jerry Sloan,2004-05,62,UTA,82,26,56,-15.0,"","",""
Jerry Sloan,2005-06,63,UTA,82,41,41,0.0,"","",""
Jerry Sloan,2006-07,64,UTA,82,51,31,10.0,17,9,8
Jerry Sloan,2007-08,65,UTA,82,54,28,13.0,12,6,6
Jerry Sloan,2008-09,66,UTA,82,48,34,7.0,5,1,4
Jerry Sloan,2009-10,67,UTA,82,53,29,12.0,10,4,6
Jerry Sloan,2010-11,68,UTA,54,31,23,4.0,"","",""
Keith Smart,2002-03,38,CLE,40,9,31,-11.0,"","",""
Keith Smart,2010-11,46,GSW,82,36,46,-5.0,"","",""
Keith Smart,2011-12,47,SAC,59,20,39,-9.5,0,0,0
Keith Smart,2012-13,48,SAC,82,28,54,-13.0,0,0,0
Jack Smiley,1949-50,27,WAT,27,11,16,-2.5,"","",""
Quin Snyder,2014-15,48,UTA,82,38,44,-3.0,0,0,0
Quin Snyder,2015-16,49,UTA,82,40,42,-1.0,0,0,0
Erik Spoelstra,2008-09,38,MIA,82,43,39,2.0,7,3,4
Erik Spoelstra,2009-10,39,MIA,82,47,35,6.0,5,1,4
Erik Spoelstra,2010-11,40,MIA,82,58,24,17.0,21,14,7
Erik Spoelstra,2011-12,41,MIA,66,46,20,13.0,23,16,7
Erik Spoelstra,2012-13,42,MIA,82,66,16,25.0,23,16,7
Erik Spoelstra,2013-14,43,MIA,82,54,28,13.0,20,13,7
Erik Spoelstra,2014-15,44,MIA,82,37,45,-4.0,0,0,0
Erik Spoelstra,2015-16,45,MIA,82,48,34,7.0,8,5,3
Garry St. Jean,1992-93,"",SAC,82,25,57,-16.0,"","",""
Garry St. Jean,1993-94,"",SAC,82,28,54,-13.0,"","",""
Garry St. Jean,1994-95,"",SAC,82,39,43,-2.0,"","",""
Garry St. Jean,1995-96,"",SAC,82,39,43,-2.0,4,1,3
Garry St. Jean,1996-97,"",SAC,67,28,39,-5.5,"","",""
Garry St. Jean,1999-00,"",GSW,55,13,42,-14.5,"","",""
Bob Staak,1996-97,"",WSB,1,0,1,-0.5,"","",""
Larry Staverman,1977-78,41,KCK,45,18,27,-4.5,"","",""
Brad Stevens,2013-14,37,BOS,82,25,57,-16.0,0,0,0
Brad Stevens,2014-15,38,BOS,82,40,42,-1.0,4,0,4
Brad Stevens,2015-16,39,BOS,82,48,34,7.0,6,2,4
Terry Stotts,2002-03,45,ATL,55,24,31,-3.5,"","",""
Terry Stotts,2003-04,46,ATL,82,28,54,-13.0,"","",""
Terry Stotts,2005-06,48,MIL,82,40,42,-1.0,5,1,4
Terry Stotts,2006-07,49,MIL,64,23,41,-9.0,"","",""
Terry Stotts,2012-13,55,POR,82,33,49,-8.0,0,0,0
Terry Stotts,2013-14,56,POR,82,54,28,13.0,11,5,6
Terry Stotts,2014-15,57,POR,82,51,31,10.0,5,1,4
Terry Stotts,2015-16,58,POR,82,44,38,3.0,8,4,4
Ken Suesens,1949-50,33,SHE,62,22,40,-9.0,3,1,2
Ed Tapscott,2008-09,"",WAS,71,18,53,-17.5,"","",""
Jerry Tarkanian,1992-93,62,SAS,20,9,11,-1.0,"","",""
Reggie Theus,2007-08,50,SAC,82,38,44,-3.0,"","",""
Reggie Theus,2008-09,51,SAC,24,6,18,-6.0,"","",""
Tom Thibodeau,2010-11,53,CHI,82,62,20,21.0,16,9,7
Tom Thibodeau,2011-12,54,CHI,66,50,16,17.0,6,2,4
Tom Thibodeau,2012-13,55,CHI,82,45,37,4.0,12,5,7
Tom Thibodeau,2013-14,56,CHI,82,48,34,7.0,5,1,4
Tom Thibodeau,2014-15,57,CHI,82,50,32,9.0,12,6,6
Isiah Thomas,2000-01,39,IND,82,41,41,0.0,4,1,3
Isiah Thomas,2001-02,40,IND,82,42,40,1.0,5,2,3
Isiah Thomas,2002-03,41,IND,82,48,34,7.0,6,2,4
Isiah Thomas,2006-07,45,NYK,82,33,49,-8.0,"","",""
Isiah Thomas,2007-08,46,NYK,82,23,59,-18.0,"","",""
Rod Thorn,1981-82,40,CHI,30,15,15,0.0,"","",""
Jim Todd,1999-00,"",LAC,37,4,33,-14.5,"","",""
Rolland Todd,1970-71,"",POR,82,29,53,-12.0,"","",""
Rolland Todd,1971-72,"",POR,56,12,44,-16.0,"","",""
Mike Todorovich,1950-51,27,TRI,42,14,28,-7.0,"","",""
Rudy Tomjanovich,1991-92,43,HOU,30,16,14,1.0,"","",""
Rudy Tomjanovich,1992-93,44,HOU,82,55,27,14.0,12,6,6
Rudy Tomjanovich,1993-94,45,HOU,82,58,24,17.0,23,15,8
Rudy Tomjanovich,1994-95,46,HOU,82,47,35,6.0,22,15,7
Rudy Tomjanovich,1995-96,47,HOU,82,48,34,7.0,8,3,5
Rudy Tomjanovich,1996-97,48,HOU,82,57,25,16.0,16,9,7
Rudy Tomjanovich,1997-98,49,HOU,82,41,41,0.0,5,2,3
Rudy Tomjanovich,1998-99,50,HOU,50,31,19,6.0,4,1,3
Rudy Tomjanovich,1999-00,51,HOU,82,34,48,-7.0,"","",""
Rudy Tomjanovich,2000-01,52,HOU,82,45,37,4.0,"","",""
Rudy Tomjanovich,2001-02,53,HOU,82,28,54,-13.0,"","",""
Rudy Tomjanovich,2002-03,54,HOU,82,43,39,2.0,"","",""
Rudy Tomjanovich,2004-05,56,LAL,43,24,19,2.5,"","",""
Gene Tormohlen,1975-76,38,ATL,8,1,7,-3.0,"","",""
Jay Triano,2008-09,"",TOR,65,25,40,-7.5,"","",""
Jay Triano,2009-10,"",TOR,82,40,42,-1.0,"","",""
Jay Triano,2010-11,"",TOR,82,22,60,-19.0,"","",""
Wes Unseld,1987-88,41,WSB,55,30,25,2.5,5,2,3
Wes Unseld,1988-89,42,WSB,82,40,42,-1.0,"","",""
Wes Unseld,1989-90,43,WSB,82,31,51,-10.0,"","",""
Wes Unseld,1990-91,44,WSB,82,30,52,-11.0,"","",""
Wes Unseld,1991-92,45,WSB,82,25,57,-16.0,"","",""
Wes Unseld,1992-93,46,WSB,82,22,60,-19.0,"","",""
Wes Unseld,1993-94,47,WSB,82,24,58,-17.0,"","",""
Dick Van Arsdale,1986-87,43,PHO,26,14,12,1.0,"","",""
Butch Van Breda Kolff,1967-68,45,LAL,82,52,30,11.0,15,10,5
Butch Van Breda Kolff,1968-69,46,LAL,82,55,27,14.0,18,11,7
Butch Van Breda Kolff,1969-70,47,DET,82,31,51,-10.0,"","",""
Butch Van Breda Kolff,1970-71,48,DET,82,45,37,4.0,"","",""
Butch Van Breda Kolff,1971-72,49,DET,10,6,4,1.0,"","",""
Butch Van Breda Kolff,1972-73,50,PHO,7,3,4,-0.5,"","",""
Butch Van Breda Kolff,1974-75,52,NOJ,66,22,44,-11.0,"","",""
Butch Van Breda Kolff,1975-76,53,NOJ,82,38,44,-3.0,"","",""
Butch Van Breda Kolff,1976-77,54,NOJ,26,14,12,1.0,"","",""
Jeff Van Gundy,1995-96,34,NYK,23,13,10,1.5,8,4,4
Jeff Van Gundy,1996-97,35,NYK,82,57,25,16.0,10,6,4
Jeff Van Gundy,1997-98,36,NYK,82,43,39,2.0,10,4,6
Jeff Van Gundy,1998-99,37,NYK,50,27,23,2.0,20,12,8
Jeff Van Gundy,1999-00,38,NYK,82,50,32,9.0,16,9,7
Jeff Van Gundy,2000-01,39,NYK,82,48,34,7.0,5,2,3
Jeff Van Gundy,2001-02,40,NYK,19,10,9,0.5,"","",""
Jeff Van Gundy,2003-04,42,HOU,82,45,37,4.0,5,1,4
Jeff Van Gundy,2004-05,43,HOU,82,51,31,10.0,7,3,4
Jeff Van Gundy,2005-06,44,HOU,82,34,48,-7.0,"","",""
Jeff Van Gundy,2006-07,45,HOU,82,52,30,11.0,7,3,4
Stan Van Gundy,2003-04,44,MIA,82,42,40,1.0,13,6,7
Stan Van Gundy,2004-05,45,MIA,82,59,23,18.0,15,11,4
Stan Van Gundy,2005-06,46,MIA,21,11,10,0.5,"","",""
Stan Van Gundy,2007-08,48,ORL,82,52,30,11.0,10,5,5
Stan Van Gundy,2008-09,49,ORL,82,59,23,18.0,24,13,11
Stan Van Gundy,2009-10,50,ORL,82,59,23,18.0,14,10,4
Stan Van Gundy,2010-11,51,ORL,82,52,30,11.0,6,2,4
Stan Van Gundy,2011-12,52,ORL,66,37,29,4.0,5,1,4
Stan Van Gundy,2014-15,55,DET,82,32,50,-9.0,0,0,0
Stan Van Gundy,2015-16,56,DET,82,44,38,3.0,4,0,4
Kiki Vandeweghe,2009-10,51,NJN,64,12,52,-20.0,"","",""
Jacque Vaughn,2012-13,37,ORL,82,20,62,-21.0,0,0,0
Jacque Vaughn,2013-14,38,ORL,82,23,59,-18.0,0,0,0
Jacque Vaughn,2014-15,39,ORL,52,15,37,-11.0,0,0,0
Dick Versace,1988-89,"",IND,53,22,31,-4.5,"","",""
Dick Versace,1989-90,"",IND,82,42,40,1.0,3,0,3
Dick Versace,1990-91,"",IND,25,9,16,-3.5,"","",""
Sam Vincent,2007-08,44,CHA,82,32,50,-9.0,"","",""
Dick Vitale,1978-79,39,DET,82,30,52,-11.0,"","",""
Dick Vitale,1979-80,40,DET,12,4,8,-2.0,"","",""
Frank Vogel,2010-11,37,IND,38,20,18,1.0,5,1,4
Frank Vogel,2011-12,38,IND,66,42,24,9.0,11,6,5
Frank Vogel,2012-13,39,IND,81,49,32,8.5,19,11,8
Frank Vogel,2013-14,40,IND,82,56,26,15.0,19,10,9
Frank Vogel,2014-15,41,IND,82,38,44,-3.0,0,0,0
Frank Vogel,2015-16,42,IND,82,45,37,4.0,7,3,4
Darrell Walker,1996-97,35,TOR,82,30,52,-11.0,"","",""
Darrell Walker,1997-98,36,TOR,49,11,38,-13.5,"","",""
Darrell Walker,1999-00,38,WAS,38,15,23,-4.0,"","",""
Donnie Walsh,1978-79,37,DEN,29,19,10,4.5,3,1,2
Donnie Walsh,1979-80,38,DEN,82,30,52,-11.0,"","",""
Donnie Walsh,1980-81,39,DEN,31,11,20,-4.5,"","",""
Bobby Wanzer,1955-56,34,ROC,72,31,41,-5.0,"","",""
Bobby Wanzer,1956-57,35,ROC,72,31,41,-5.0,"","",""
Bobby Wanzer,1957-58,36,CIN,72,33,39,-3.0,2,0,2
Bobby Wanzer,1958-59,37,CIN,18,3,15,-6.0,"","",""
Earl Watson,2015-16,36,PHO,33,9,24,-7.5,0,0,0
Bob Weiss,1986-87,44,SAS,82,28,54,-13.0,"","",""
Bob Weiss,1987-88,45,SAS,82,31,51,-10.0,3,0,3
Bob Weiss,1990-91,48,ATL,82,43,39,2.0,5,2,3
Bob Weiss,1991-92,49,ATL,82,38,44,-3.0,"","",""
Bob Weiss,1992-93,50,ATL,82,43,39,2.0,3,0,3
Bob Weiss,1993-94,51,LAC,82,27,55,-14.0,"","",""
Bob Weiss,2005-06,63,SEA,30,13,17,-2.0,"","",""
Jerry West,1976-77,38,LAL,82,53,29,12.0,11,4,7
Jerry West,1977-78,39,LAL,82,45,37,4.0,3,1,2
Jerry West,1978-79,40,LAL,82,47,35,6.0,8,3,5
Paul Westhead,1979-80,40,LAL,68,50,18,16.0,16,12,4
Paul Westhead,1980-81,41,LAL,82,54,28,13.0,3,1,2
Paul Westhead,1981-82,42,LAL,11,7,4,1.5,"","",""
Paul Westhead,1982-83,43,CHI,82,28,54,-13.0,"","",""
Paul Westhead,1990-91,51,DEN,82,20,62,-21.0,"","",""
Paul Westhead,1991-92,52,DEN,82,24,58,-17.0,"","",""
Paul Westphal,1992-93,42,PHO,82,62,20,21.0,24,13,11
Paul Westphal,1993-94,43,PHO,82,56,26,15.0,10,6,4
Paul Westphal,1994-95,44,PHO,82,59,23,18.0,10,6,4
Paul Westphal,1995-96,45,PHO,33,14,19,-2.5,"","",""
Paul Westphal,1998-99,48,SEA,50,25,25,0.0,"","",""
Paul Westphal,1999-00,49,SEA,82,45,37,4.0,5,2,3
Paul Westphal,2000-01,50,SEA,15,6,9,-1.5,"","",""
Paul Westphal,2009-10,59,SAC,82,25,57,-16.0,"","",""
Paul Westphal,2010-11,60,SAC,82,24,58,-17.0,"","",""
Paul Westphal,2011-12,61,SAC,7,2,5,-1.5,"","",""
John Wetzel,1987-88,43,PHO,82,28,54,-13.0,"","",""
Lenny Wilkens,1969-70,32,SEA,82,36,46,-5.0,"","",""
Lenny Wilkens,1970-71,33,SEA,82,38,44,-3.0,"","",""
Lenny Wilkens,1971-72,34,SEA,82,47,35,6.0,"","",""
Lenny Wilkens,1974-75,37,POR,82,38,44,-3.0,"","",""
Lenny Wilkens,1975-76,38,POR,82,37,45,-4.0,"","",""
Lenny Wilkens,1977-78,40,SEA,60,42,18,12.0,22,13,9
Lenny Wilkens,1978-79,41,SEA,82,52,30,11.0,17,12,5
Lenny Wilkens,1979-80,42,SEA,82,56,26,15.0,15,7,8
Lenny Wilkens,1980-81,43,SEA,82,34,48,-7.0,"","",""
Lenny Wilkens,1981-82,44,SEA,82,52,30,11.0,8,3,5
Lenny Wilkens,1982-83,45,SEA,82,48,34,7.0,2,0,2
Lenny Wilkens,1983-84,46,SEA,82,42,40,1.0,5,2,3
Lenny Wilkens,1984-85,47,SEA,82,31,51,-10.0,"","",""
Lenny Wilkens,1986-87,49,CLE,82,31,51,-10.0,"","",""
Lenny Wilkens,1987-88,50,CLE,82,42,40,1.0,5,2,3
Lenny Wilkens,1988-89,51,CLE,82,57,25,16.0,5,2,3
Lenny Wilkens,1989-90,52,CLE,82,42,40,1.0,5,2,3
Lenny Wilkens,1990-91,53,CLE,82,33,49,-8.0,"","",""
Lenny Wilkens,1991-92,54,CLE,82,57,25,16.0,17,9,8
Lenny Wilkens,1992-93,55,CLE,82,54,28,13.0,9,3,6
Lenny Wilkens,1993-94,56,ATL,82,57,25,16.0,11,5,6
Lenny Wilkens,1994-95,57,ATL,82,42,40,1.0,3,0,3
Lenny Wilkens,1995-96,58,ATL,82,46,36,5.0,10,4,6
Lenny Wilkens,1996-97,59,ATL,82,56,26,15.0,10,4,6
Lenny Wilkens,1997-98,60,ATL,82,50,32,9.0,4,1,3
Lenny Wilkens,1998-99,61,ATL,50,31,19,6.0,9,3,6
Lenny Wilkens,1999-00,62,ATL,82,28,54,-13.0,"","",""
Lenny Wilkens,2000-01,63,TOR,82,47,35,6.0,12,6,6
Lenny Wilkens,2001-02,64,TOR,82,42,40,1.0,5,2,3
Lenny Wilkens,2002-03,65,TOR,82,24,58,-17.0,"","",""
Lenny Wilkens,2003-04,66,NYK,42,23,19,2.0,4,0,4
Lenny Wilkens,2004-05,67,NYK,39,17,22,-2.5,"","",""
Herb Williams,2004-05,46,NYK,43,16,27,-5.5,"","",""
Monty Williams,2010-11,39,NOH,82,46,36,5.0,6,2,4
Monty Williams,2011-12,40,NOH,66,21,45,-12.0,0,0,0
Monty Williams,2012-13,41,NOH,82,27,55,-14.0,0,0,0
Monty Williams,2013-14,42,NOP,82,34,48,-7.0,0,0,0
Monty Williams,2014-15,43,NOP,82,45,37,4.0,4,0,4
Tex Winter,1971-72,"",HOU,82,34,48,-7.0,"","",""
Tex Winter,1972-73,"",HOU,47,17,30,-6.5,"","",""
Brian Winters,1995-96,43,VAN,82,15,67,-26.0,"","",""
Brian Winters,1996-97,44,VAN,43,8,35,-13.5,"","",""
Brian Winters,2001-02,49,GSW,59,13,46,-16.5,"","",""
Randy Wittman,1999-00,40,CLE,82,32,50,-9.0,"","",""
Randy Wittman,2000-01,41,CLE,82,30,52,-11.0,"","",""
Randy Wittman,2006-07,47,MIN,42,12,30,-9.0,"","",""
Randy Wittman,2007-08,48,MIN,82,22,60,-19.0,"","",""
Randy Wittman,2008-09,49,MIN,19,4,15,-5.5,"","",""
Randy Wittman,2011-12,52,WAS,49,18,31,-6.5,0,0,0
Randy Wittman,2012-13,53,WAS,82,29,53,-12.0,0,0,0
Randy Wittman,2013-14,54,WAS,82,44,38,3.0,11,6,5
Randy Wittman,2014-15,55,WAS,82,46,36,5.0,10,6,4
Randy Wittman,2015-16,56,WAS,82,41,41,0.0,0,0,0
Dave Wohl,1985-86,36,NJN,82,39,43,-2.0,3,0,3
Dave Wohl,1986-87,37,NJN,82,24,58,-17.0,"","",""
Dave Wohl,1987-88,38,NJN,15,2,13,-5.5,"","",""
Charles Wolf,1960-61,"",CIN,79,33,46,-6.5,"","",""
Charles Wolf,1961-62,"",CIN,80,43,37,3.0,4,1,3
Charles Wolf,1962-63,"",CIN,80,42,38,2.0,12,6,6
Charles Wolf,1963-64,"",DET,80,23,57,-17.0,"","",""
Charles Wolf,1964-65,"",DET,11,2,9,-3.5,"","",""
Mike Woodson,2004-05,46,ATL,82,13,69,-28.0,"","",""
Mike Woodson,2005-06,47,ATL,82,26,56,-15.0,"","",""
Mike Woodson,2006-07,48,ATL,82,30,52,-11.0,"","",""
Mike Woodson,2007-08,49,ATL,82,37,45,-4.0,7,3,4
Mike Woodson,2008-09,50,ATL,82,47,35,6.0,11,4,7
Mike Woodson,2009-10,51,ATL,82,53,29,12.0,11,4,7
Mike Woodson,2011-12,53,NYK,24,18,6,6.0,5,1,4
Mike Woodson,2012-13,54,NYK,82,54,28,13.0,12,6,6
Mike Woodson,2013-14,55,NYK,82,37,45,-4.0,0,0,0
Draff Young,1973-74,"",KCO,4,0,4,-2.0,"","",""
